,ID,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
390,"Thunnus albacares_Japan_Atlantic, Northwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Northwest",4.3,3.7,4.9,4.88,4.88,4.88,0.58,-0.02,1.18,0.39,0.39,8,0,1,0.07
391,"Thunnus albacares_Japan_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Western Central",243,212.5,283.4,278.77,278.77,278.77,35.77,-4.63,66.27,0.39,0.39,457,0,1,0.08
392,"Thunnus albacares_Japan_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Eastern Central",1174.7,1027.9,1370.5,1348.1,1348.1,1348.1,173.4,-22.4,320.2,0.39,0.39,2210,0,1,0.08
393,"Thunnus albacares_Japan_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Southeast",375.8,328.9,438.5,431.27,431.27,431.27,55.47,-7.23,102.37,0.39,0.39,707,0,1,0.08
394,"Thunnus albacares_Japan_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Indian Ocean, Western",1586.2,1387.9,1850.6,1820.24,1820.24,1820.24,234.04,-30.36,432.34,0.39,0.39,2984,0,1,0.08
395,"Thunnus albacares_Japan_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Indian Ocean, Eastern",220.6,193.1,257.4,253.15,253.15,253.15,32.55,-4.25,60.05,0.39,0.39,415,0,1,0.08
396,"Thunnus albacares_Japan_Pacific, Northwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Northwest",5847.3,5116.4,6821.8,6710,6710,6710,862.7,-111.8,1593.6,0.39,0.39,11000,0,1,0.08
397,"Thunnus albacares_Japan_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Western Central",21369.2,18698,24930.7,24522,24522,24522,3152.8,-408.7,5824,0.39,0.39,40200,0,1,0.08
398,"Thunnus albacares_Japan_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Eastern Central",839.4,734.4,979.2,963.19,963.19,963.19,123.79,-16.01,228.79,0.39,0.39,1579,0,1,0.08
399,"Thunnus albacares_Japan_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Southwest",170.1,148.8,198.4,195.2,195.2,195.2,25.1,-3.2,46.4,0.39,0.39,320,0,1,0.08
400,"Thunnus albacares_Japan_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Southeast",657,574.9,766.5,753.96,753.96,753.96,96.96,-12.54,179.06,0.39,0.39,1236,0,1,0.08
401,"Thunnus albacares_Jordan_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Jordan,"Indian Ocean, Western",11.7,10.2,13.7,13.42,13.42,13.42,1.72,-0.28,3.22,0.39,0.39,22,0,1,0.08
402,"Thunnus albacares_Kenya_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Kenya,"Indian Ocean, Western",57.4,50.2,67,65.88,65.88,65.88,8.48,-1.12,15.68,0.39,0.39,108,0,1,0.08
403,"Thunnus albacares_Kiribati_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Kiribati,"Pacific, Western Central",14094.6,12332.8,16443.7,16174.15,16174.15,16174.15,2079.55,-269.55,3841.35,0.39,0.39,26515,0,1,0.08
404,"Thunnus albacares_Korea, Republic of_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Atlantic, Western Central",6.3,5.6,7.4,7.32,7.32,7.32,1.02,-0.08,1.72,0.39,0.39,12,0,1,0.09
405,"Thunnus albacares_Korea, Republic of_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Atlantic, Eastern Central",144,126.1,168.1,165.31,165.31,165.31,21.31,-2.79,39.21,0.39,0.39,271,0,1,0.08
406,"Thunnus albacares_Korea, Republic of_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Atlantic, Southeast",67.5,59.1,78.8,77.47,77.47,77.47,9.97,-1.33,18.37,0.39,0.39,127,0,1,0.08
407,"Thunnus albacares_Korea, Republic of_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Indian Ocean, Western",6178.4,5406.2,7208.2,7090.03,7090.03,7090.03,911.63,-118.17,1683.83,0.39,0.39,11623,0,1,0.08
408,"Thunnus albacares_Korea, Republic of_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Pacific, Western Central",31936.8,27944.7,37259.6,36648.8,36648.8,36648.8,4712,-610.8,8704.1,0.39,0.39,60080,0,1,0.08
409,"Thunnus albacares_Korea, Republic of_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Pacific, Eastern Central",1039.3,909.3,1212.4,1192.55,1192.55,1192.55,153.25,-19.85,283.25,0.39,0.39,1955,0,1,0.08
410,"Thunnus albacares_Korea, Republic of_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Pacific, Southwest",139.3,121.9,162.5,159.82,159.82,159.82,20.52,-2.68,37.92,0.39,0.39,262,0,1,0.08
411,"Thunnus albacares_Korea, Republic of_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Pacific, Southeast",8.5,7.4,9.9,9.76,9.76,9.76,1.26,-0.14,2.36,0.39,0.39,16,0,1,0.08
412,"Thunnus albacares_Liberia_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Liberia,"Atlantic, Eastern Central",10.1,8.8,11.8,11.59,11.59,11.59,1.49,-0.21,2.79,0.39,0.39,19,0,1,0.08
413,"Thunnus albacares_Madagascar_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Madagascar,"Indian Ocean, Western",391.3,342.3,456.5,448.96,448.96,448.96,57.66,-7.54,106.66,0.39,0.39,736,0,1,0.08
414,"Thunnus albacares_Malaysia_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Malaysia,"Indian Ocean, Eastern",83,72.6,96.7,95.16,95.16,95.16,12.16,-1.54,22.56,0.39,0.39,156,0,1,0.08
415,"Thunnus albacares_Malaysia_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Malaysia,"Pacific, Western Central",903.7,790.7,1054.3,1037,1037,1037,133.3,-17.3,246.3,0.39,0.39,1700,0,1,0.08
416,"Thunnus albacares_Maldives_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Maldives,"Indian Ocean, Western",28548.1,24979.5,33306.1,32760.05,32760.05,32760.05,4211.95,-546.05,7780.55,0.39,0.39,53705,0,1,0.08
417,"Thunnus albacares_Marshall Islands_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Marshall Islands,"Pacific, Western Central",4684.2,4098.7,5464.9,5375.32,5375.32,5375.32,691.12,-89.58,1276.62,0.39,0.39,8812,0,1,0.08
418,"Thunnus albacares_Martinique_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Martinique,"Atlantic, Western Central",27.1,23.7,31.7,31.11,31.11,31.11,4.01,-0.59,7.41,0.39,0.39,51,0,1,0.08
419,"Thunnus albacares_Mauritius_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Mauritius,"Indian Ocean, Western",4015.5,3513.5,4684.7,4607.94,4607.94,4607.94,592.44,-76.76,1094.44,0.39,0.39,7554,0,1,0.08
420,"Thunnus albacares_Mayotte_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Mayotte,"Indian Ocean, Western",101,88.4,117.9,115.9,115.9,115.9,14.9,-2,27.5,0.39,0.39,190,0,1,0.08
421,"Thunnus albacares_Mexico_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Mexico,"Atlantic, Western Central",836.7,732.1,976.1,960.14,960.14,960.14,123.44,-15.96,228.04,0.39,0.39,1574,0,1,0.08
422,"Thunnus albacares_Mexico_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Mexico,"Pacific, Eastern Central",51056.4,44674.3,59565.8,58589.28,58589.28,58589.28,7532.88,-976.52,13914.98,0.39,0.39,96048,0,1,0.08
423,"Thunnus albacares_Mexico_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Mexico,"Pacific, Southeast",559.2,489.3,652.4,641.72,641.72,641.72,82.52,-10.68,152.42,0.39,0.39,1052,0,1,0.08
424,"Thunnus albacares_Micronesia, Fed.States of_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Micronesia, Fed.States of","Pacific, Western Central",7552.5,6608.5,8811.3,8666.88,8666.88,8666.88,1114.38,-144.42,2058.38,0.39,0.39,14208,0,1,0.08
425,"Thunnus albacares_Morocco_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Morocco,"Atlantic, Eastern Central",61.1,53.5,71.3,70.15,70.15,70.15,9.05,-1.15,16.65,0.39,0.39,115,0,1,0.08
426,"Thunnus albacares_Mozambique_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Mozambique,"Indian Ocean, Western",92.5,80.9,107.9,106.14,106.14,106.14,13.64,-1.76,25.24,0.39,0.39,174,0,1,0.08
427,"Thunnus albacares_Namibia_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Namibia,"Atlantic, Southeast",29.2,25.6,34.1,33.55,33.55,33.55,4.35,-0.55,7.95,0.39,0.39,55,0,1,0.08
428,"Thunnus albacares_Nauru_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Nauru,"Pacific, Western Central",132.9,116.3,155.1,152.5,152.5,152.5,19.6,-2.6,36.2,0.39,0.39,250,0,1,0.08
429,"Thunnus albacares_New Caledonia_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",New Caledonia,"Pacific, Western Central",256.2,224.2,298.9,294.02,294.02,294.02,37.82,-4.88,69.82,0.39,0.39,482,0,1,0.08
430,"Thunnus albacares_New Zealand_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",New Zealand,"Pacific, Western Central",46.2,40.5,53.9,53.07,53.07,53.07,6.87,-0.83,12.57,0.39,0.39,87,0,1,0.08
431,"Thunnus albacares_New Zealand_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",New Zealand,"Pacific, Southwest",30.3,26.5,35.3,34.77,34.77,34.77,4.47,-0.53,8.27,0.39,0.39,57,0,1,0.08
432,"Thunnus albacares_Nicaragua_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Nicaragua,"Pacific, Eastern Central",3571.1,3124.7,4166.3,4097.98,4097.98,4097.98,526.88,-68.32,973.28,0.39,0.39,6718,0,1,0.08
433,"Thunnus albacares_Nicaragua_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Nicaragua,"Pacific, Southeast",2538.3,2221,2961.3,2912.75,2912.75,2912.75,374.45,-48.55,691.75,0.39,0.39,4775,0,1,0.08
434,"Thunnus albacares_Northern Mariana Is._Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Northern Mariana Is.,"Pacific, Western Central",2.6,2.3,3.1,3.05,3.05,3.05,0.45,-0.05,0.75,0.39,0.39,5,0,1,0.09
435,"Thunnus albacares_Oman_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Oman,"Indian Ocean, Western",11088,9702,12936.1,12723.99,12723.99,12723.99,1635.99,-212.11,3021.99,0.39,0.39,20859,0,1,0.08
436,"Thunnus albacares_Other nei_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Other nei,"Indian Ocean, Western",364.7,319.1,425.4,418.46,418.46,418.46,53.76,-6.94,99.36,0.39,0.39,686,0,1,0.08
437,"Thunnus albacares_Other nei_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Other nei,"Indian Ocean, Eastern",3.7,3.3,4.3,4.27,4.27,4.27,0.57,-0.03,0.97,0.39,0.39,7,0,1,0.08
438,"Thunnus albacares_Pakistan_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Pakistan,"Indian Ocean, Western",12617.9,11040.6,14720.9,14479.57,14479.57,14479.57,1861.67,-241.33,3438.97,0.39,0.39,23737,0,1,0.08
439,"Thunnus albacares_Panama_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Panama,"Atlantic, Western Central",13.3,11.6,15.5,15.25,15.25,15.25,1.95,-0.25,3.65,0.39,0.39,25,0,1,0.08
440,"Thunnus albacares_Panama_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Panama,"Atlantic, Eastern Central",2288.4,2002.3,2669.8,2626.05,2626.05,2626.05,337.65,-43.75,623.75,0.39,0.39,4305,0,1,0.08
441,"Thunnus albacares_Panama_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Panama,"Pacific, Eastern Central",1832.3,1603.3,2137.7,2102.67,2102.67,2102.67,270.37,-35.03,499.37,0.39,0.39,3447,0,1,0.08
442,"Thunnus albacares_Panama_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Panama,"Pacific, Southeast",10368.8,9072.7,12097,11898.66,11898.66,11898.66,1529.86,-198.34,2825.96,0.39,0.39,19506,0,1,0.08
443,"Thunnus albacares_Papua New Guinea_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Papua New Guinea,"Pacific, Western Central",43638.8,38184,50911.9,50077.34,50077.34,50077.34,6438.54,-834.56,11893.34,0.39,0.39,82094,0,1,0.08
444,"Thunnus albacares_Peru_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Peru,"Pacific, Southeast",7745,6776.9,9035.8,8887.7,8887.7,8887.7,1142.7,-148.1,2110.8,0.39,0.39,14570,0,1,0.08
445,"Thunnus albacares_Philippines_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Philippines,"Pacific, Western Central",44570.7,38999.4,51999.1,51146.67,51146.67,51146.67,6575.97,-852.43,12147.27,0.39,0.39,83847,0,1,0.08
446,"Thunnus albacares_Portugal_Atlantic, Northeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Atlantic, Northeast",3.7,3.3,4.3,4.27,4.27,4.27,0.57,-0.03,0.97,0.39,0.39,7,0,1,0.08
447,"Thunnus albacares_Portugal_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Atlantic, Eastern Central",57.4,50.2,67,65.88,65.88,65.88,8.48,-1.12,15.68,0.39,0.39,108,0,1,0.08
448,"Thunnus albacares_Portugal_Atlantic, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Atlantic, Southwest",12.3,10.7,14.3,14.03,14.03,14.03,1.73,-0.27,3.33,0.39,0.39,23,0,1,0.08
449,"Thunnus albacares_Portugal_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Atlantic, Southeast",8.5,7.4,9.9,9.76,9.76,9.76,1.26,-0.14,2.36,0.39,0.39,16,0,1,0.08
450,"Thunnus albacares_Portugal_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Indian Ocean, Western",57.4,50.2,67,65.88,65.88,65.88,8.48,-1.12,15.68,0.39,0.39,108,0,1,0.08
451,"Thunnus albacares_Portugal_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Indian Ocean, Eastern",9.6,8.4,11.2,10.98,10.98,10.98,1.38,-0.22,2.58,0.39,0.39,18,0,1,0.08
452,"Thunnus albacares_Portugal_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Pacific, Southwest",3.2,2.8,3.7,3.66,3.66,3.66,0.46,-0.04,0.86,0.39,0.39,6,0,1,0.08
453,"Thunnus albacares_Portugal_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Portugal,"Pacific, Southeast",0.5,0.4,0.6,0.61,0.61,0.61,0.11,0.01,0.21,0.39,0.39,1,0,1,0.11
454,"Thunnus albacares_Puerto Rico_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Puerto Rico,"Atlantic, Western Central",1.1,0.9,1.2,1.22,1.22,1.22,0.12,0.02,0.32,0.39,0.39,2,0,1,0.06
455,"Thunnus albacares_Rթunion_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Rթunion,"Indian Ocean, Western",424.2,371.2,494.9,486.78,486.78,486.78,62.58,-8.12,115.58,0.39,0.39,798,0,1,0.08
456,"Thunnus albacares_Saint Helena_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Saint Helena,"Atlantic, Southeast",96.2,84.2,112.2,110.41,110.41,110.41,14.21,-1.79,26.21,0.39,0.39,181,0,1,0.08
457,"Thunnus albacares_Saint Kitts and Nevis_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Saint Kitts and Nevis,"Atlantic, Western Central",2.6,2.3,3.1,3.05,3.05,3.05,0.45,-0.05,0.75,0.39,0.39,5,0,1,0.09
458,"Thunnus albacares_Saint Lucia_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Saint Lucia,"Atlantic, Western Central",101.6,88.9,118.5,116.51,116.51,116.51,14.91,-1.99,27.61,0.39,0.39,191,0,1,0.08
459,"Thunnus albacares_Saint Vincent/Grenadines_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Saint Vincent/Grenadines,"Atlantic, Western Central",230.7,201.8,269.1,264.74,264.74,264.74,34.04,-4.36,62.94,0.39,0.39,434,0,1,0.08
460,"Thunnus albacares_Samoa_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Samoa,"Pacific, Eastern Central",127.1,111.2,148.2,145.79,145.79,145.79,18.69,-2.41,34.59,0.39,0.39,239,0,1,0.08
461,"Thunnus albacares_Sao Tome and Principe_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Sao Tome and Principe,"Atlantic, Eastern Central",160,140,186.7,183.61,183.61,183.61,23.61,-3.09,43.61,0.39,0.39,301,0,1,0.08
462,"Thunnus albacares_Senegal_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Senegal,"Atlantic, Eastern Central",3641.3,3186.1,4248.2,4178.5,4178.5,4178.5,537.2,-69.7,992.4,0.39,0.39,6850,0,1,0.08
463,"Thunnus albacares_Seychelles_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Seychelles,"Indian Ocean, Western",22982,20109.2,26812.3,26372.74,26372.74,26372.74,3390.74,-439.56,6263.54,0.39,0.39,43234,0,1,0.08
464,"Thunnus albacares_Seychelles_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Seychelles,"Indian Ocean, Eastern",14.3,12.6,16.7,16.47,16.47,16.47,2.17,-0.23,3.87,0.39,0.39,27,0,1,0.08
465,"Thunnus albacares_Solomon Islands_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Solomon Islands,"Pacific, Western Central",11793.4,10319.2,13759,13533.46,13533.46,13533.46,1740.06,-225.54,3214.26,0.39,0.39,22186,0,1,0.08
466,"Thunnus albacares_South Africa_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",South Africa,"Atlantic, Southeast",506.6,443.2,591,581.33,581.33,581.33,74.73,-9.67,138.13,0.39,0.39,953,0,1,0.08
467,"Thunnus albacares_South Africa_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",South Africa,"Indian Ocean, Western",97.3,85.2,113.5,111.63,111.63,111.63,14.33,-1.87,26.43,0.39,0.39,183,0,1,0.08
468,"Thunnus albacares_Spain_Atlantic, Northeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Northeast",3.7,3.3,4.3,4.27,4.27,4.27,0.57,-0.03,0.97,0.39,0.39,7,0,1,0.08
469,"Thunnus albacares_Spain_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Western Central",21.8,19,25.4,25.01,25.01,25.01,3.21,-0.39,6.01,0.39,0.39,41,0,1,0.08
470,"Thunnus albacares_Spain_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Eastern Central",7587.1,6638.7,8851.6,8706.53,8706.53,8706.53,1119.43,-145.07,2067.83,0.39,0.39,14273,0,1,0.08
471,"Thunnus albacares_Spain_Atlantic, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Southwest",20.2,17.7,23.5,23.18,23.18,23.18,2.98,-0.32,5.48,0.39,0.39,38,0,1,0.08
472,"Thunnus albacares_Spain_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Southeast",2650.4,2319.1,3092.2,3041.46,3041.46,3041.46,391.06,-50.74,722.36,0.39,0.39,4986,0,1,0.08
473,"Thunnus albacares_Spain_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Indian Ocean, Western",27441.3,24011.2,32014.9,31490.03,31490.03,31490.03,4048.73,-524.87,7478.83,0.39,0.39,51623,0,1,0.08
474,"Thunnus albacares_Spain_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Indian Ocean, Eastern",19.7,17.2,22.9,22.57,22.57,22.57,2.87,-0.33,5.37,0.39,0.39,37,0,1,0.08
475,"Thunnus albacares_Spain_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Pacific, Western Central",306.2,267.9,357.2,351.36,351.36,351.36,45.16,-5.84,83.46,0.39,0.39,576,0,1,0.08
476,"Thunnus albacares_Spain_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Pacific, Eastern Central",794.2,694.9,926.5,911.34,911.34,911.34,117.14,-15.16,216.44,0.39,0.39,1494,0,1,0.08
477,"Thunnus albacares_Spain_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Pacific, Southwest",11.7,10.2,13.7,13.42,13.42,13.42,1.72,-0.28,3.22,0.39,0.39,22,0,1,0.08
478,"Thunnus albacares_Spain_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Spain,"Pacific, Southeast",31.9,27.9,37.2,36.6,36.6,36.6,4.7,-0.6,8.7,0.39,0.39,60,0,1,0.08
479,"Thunnus albacares_Sri Lanka_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Sri Lanka,"Indian Ocean, Eastern",17928.3,15687.3,20916.4,20573.47,20573.47,20573.47,2645.17,-342.93,4886.17,0.39,0.39,33727,0,1,0.08
480,"Thunnus albacares_Suriname_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Suriname,"Atlantic, Western Central",1267.3,1108.9,1478.5,1454.24,1454.24,1454.24,186.94,-24.26,345.34,0.39,0.39,2384,0,1,0.08
481,"Thunnus albacares_Taiwan Province of China_Atlantic, Northwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Northwest",0.5,0.4,0.6,0.61,0.61,0.61,0.11,0.01,0.21,0.39,0.39,1,0,1,0.11
482,"Thunnus albacares_Taiwan Province of China_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Western Central",35.6,31.2,41.5,40.87,40.87,40.87,5.27,-0.63,9.67,0.39,0.39,67,0,1,0.08
483,"Thunnus albacares_Taiwan Province of China_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Eastern Central",327.4,286.5,382,375.76,375.76,375.76,48.36,-6.24,89.26,0.39,0.39,616,0,1,0.08
484,"Thunnus albacares_Taiwan Province of China_Atlantic, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Southwest",46.8,40.9,54.6,53.68,53.68,53.68,6.88,-0.92,12.78,0.39,0.39,88,0,1,0.08
485,"Thunnus albacares_Taiwan Province of China_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Southeast",90.4,79.1,105.4,103.7,103.7,103.7,13.3,-1.7,24.6,0.39,0.39,170,0,1,0.08
