ID,Sci_Name,Common,ISSCAAP,Sp.grp,Year,Country_name,Fishing_Area,Fishing_name,CAPSUM_tonnes,AQSUM_tonnes,TOTAL_tonnes,Binary,Early_M,Late_M
Penaeus kerathurus_Tunisia_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Tunisia,37,Mediterranean and Black Sea,3611,0,3611,CBA,0.82,0.62
Penaeus kerathurus_Turkey_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Turkey,37,Mediterranean and Black Sea,252,0,252,CBA,0.82,0.62
"Penaeus setiferus_Mexico_Atlantic, Western Central",Penaeus setiferus,Northern white shrimp,"Shrimps, prawns",crustacean,2016,Mexico,31,"Atlantic, Western Central",1020,0,1020,CBA,0.46,0.26
"Penaeus setiferus_United States of America_Atlantic, Northwest",Penaeus setiferus,Northern white shrimp,"Shrimps, prawns",crustacean,2016,United States of America,21,"Atlantic, Northwest",2134,0,2134,CBA,0.46,0.26
"Penaeus setiferus_United States of America_Atlantic, Western Central",Penaeus setiferus,Northern white shrimp,"Shrimps, prawns",crustacean,2016,United States of America,31,"Atlantic, Western Central",52086,0,52086,CBA,0.46,0.26
"Penaeus stylirostris_Mexico_Pacific, Eastern Central",Penaeus stylirostris,Blue shrimp,"Shrimps, prawns",crustacean,2016,Mexico,77,"Pacific, Eastern Central",30660,0,30660,CBA,0.91,0.71
"Portunus pelagicus_Australia_Indian Ocean, Eastern",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Australia,57,"Indian Ocean, Eastern",656,0,656,CBA,0.87,0.67
"Portunus pelagicus_Australia_Pacific, Western Central",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Australia,71,"Pacific, Western Central",2719,0,2719,CBA,0.87,0.67
"Portunus pelagicus_Bahrain_Indian Ocean, Western",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Bahrain,51,"Indian Ocean, Western",4650,0,4650,CBA,0.87,0.67
"Portunus pelagicus_China_Pacific, Northwest",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,China,61,"Pacific, Northwest",91316,0,91316,CBA,0.87,0.67
"Portunus pelagicus_Indonesia_Indian Ocean, Eastern",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Indonesia,57,"Indian Ocean, Eastern",19598,0,19598,CBA,0.87,0.67
"Portunus pelagicus_Indonesia_Pacific, Western Central",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Indonesia,71,"Pacific, Western Central",78114,0,78114,CBA,0.87,0.67
"Portunus pelagicus_Iran (Islamic Rep. of)_Indian Ocean, Western",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Iran (Islamic Rep. of),51,"Indian Ocean, Western",3463,0,3463,CBA,0.87,0.67
Portunus pelagicus_Israel_Mediterranean and Black Sea,Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Israel,37,Mediterranean and Black Sea,20,0,20,CBA,0.87,0.67
Portunus pelagicus_Lebanon_Mediterranean and Black Sea,Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Lebanon,37,Mediterranean and Black Sea,38,0,38,CBA,0.87,0.67
"Portunus pelagicus_Philippines_Pacific, Western Central",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Philippines,71,"Pacific, Western Central",28328,0,28328,CBA,0.87,0.67
"Portunus pelagicus_Qatar_Indian Ocean, Western",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Qatar,51,"Indian Ocean, Western",315,0,315,CBA,0.87,0.67
"Portunus pelagicus_Saudi Arabia_Indian Ocean, Western",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Saudi Arabia,51,"Indian Ocean, Western",4008,0,4008,CBA,0.87,0.67
"Portunus pelagicus_Taiwan Province of China_Pacific, Northwest",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Taiwan Province of China,61,"Pacific, Northwest",903,0,903,CBA,0.87,0.67
"Portunus pelagicus_Thailand_Indian Ocean, Eastern",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Thailand,57,"Indian Ocean, Eastern",3419,0,3419,CBA,0.87,0.67
"Portunus pelagicus_Thailand_Pacific, Western Central",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,Thailand,71,"Pacific, Western Central",27733,0,27733,CBA,0.87,0.67
"Portunus pelagicus_United Arab Emirates_Indian Ocean, Western",Portunus pelagicus,Blue swimming crab,"Crabs, sea-spiders",crustacean,2016,United Arab Emirates,51,"Indian Ocean, Western",300,0,300,CBA,0.87,0.67
"Portunus trituberculatus_China_Pacific, Northwest",Portunus trituberculatus,Gazami crab,"Crabs, sea-spiders",crustacean,2016,China,61,"Pacific, Northwest",542070,0,542070,CBA,0.93,0.73
"Portunus trituberculatus_Japan_Pacific, Northwest",Portunus trituberculatus,Gazami crab,"Crabs, sea-spiders",crustacean,2016,Japan,61,"Pacific, Northwest",2100,0,2100,CBA,0.93,0.73
"Portunus trituberculatus_Korea, Republic of_Pacific, Northwest",Portunus trituberculatus,Gazami crab,"Crabs, sea-spiders",crustacean,2016,"Korea, Republic of",61,"Pacific, Northwest",13558,0,13558,CBA,0.93,0.73
"Thenus orientalis_Bahrain_Indian Ocean, Western",Thenus orientalis,Flathead lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Bahrain,51,"Indian Ocean, Western",4,0,4,CBA,0.54,0.34
"Thenus orientalis_Qatar_Indian Ocean, Western",Thenus orientalis,Flathead lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Qatar,51,"Indian Ocean, Western",4,0,4,CBA,0.54,0.34
"Thenus orientalis_Saudi Arabia_Indian Ocean, Western",Thenus orientalis,Flathead lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Saudi Arabia,51,"Indian Ocean, Western",6,0,6,CBA,0.54,0.34
"Thenus orientalis_Thailand_Indian Ocean, Eastern",Thenus orientalis,Flathead lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Thailand,57,"Indian Ocean, Eastern",46,0,46,CBA,0.54,0.34
"Thenus orientalis_Thailand_Pacific, Western Central",Thenus orientalis,Flathead lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Thailand,71,"Pacific, Western Central",721,0,721,CBA,0.54,0.34
"Aequipecten opercularis_Faroe Islands_Atlantic, Northeast",Aequipecten opercularis,Queen scallop,"Scallops, pectens",finfish,2016,Faroe Islands,27,"Atlantic, Northeast",2963,0,2963,CBA,0.68,0.48
"Aequipecten opercularis_France_Atlantic, Northeast",Aequipecten opercularis,Queen scallop,"Scallops, pectens",finfish,2016,France,27,"Atlantic, Northeast",1896,0,1896,CBA,0.68,0.48
"Aequipecten opercularis_Ireland_Atlantic, Northeast",Aequipecten opercularis,Queen scallop,"Scallops, pectens",finfish,2016,Ireland,27,"Atlantic, Northeast",84,0,84,CBA,0.68,0.48
"Aequipecten opercularis_Isle of Man_Atlantic, Northeast",Aequipecten opercularis,Queen scallop,"Scallops, pectens",finfish,2016,Isle of Man,27,"Atlantic, Northeast",2475,0,2475,CBA,0.68,0.48
"Aequipecten opercularis_Spain_Atlantic, Northeast",Aequipecten opercularis,Queen scallop,"Scallops, pectens",finfish,2016,Spain,27,"Atlantic, Northeast",76,1.847,77.847,CBA,0.68,0.48
"Aequipecten opercularis_United Kingdom_Atlantic, Northeast",Aequipecten opercularis,Queen scallop,"Scallops, pectens",finfish,2016,United Kingdom,27,"Atlantic, Northeast",10644,6,10650,CBA,0.68,0.48
"Argopecten ventricosus_Mexico_Pacific, Eastern Central",Argopecten ventricosus,Pacific calico scallop,"Scallops, pectens",finfish,2016,Mexico,77,"Pacific, Eastern Central",239,0,239,CBA,0.98,0.78
"Aulacomya ater_Chile_Pacific, Southeast",Aulacomya ater,Cholga mussel,Mussels,finfish,2016,Chile,87,"Pacific, Southeast",7486,1005,8491,CBA,0.8,0.6
"Aulacomya ater_Peru_Pacific, Southeast",Aulacomya ater,Cholga mussel,Mussels,finfish,2016,Peru,87,"Pacific, Southeast",3682,0,3682,CBA,0.8,0.6
Chamelea gallina_Albania_Mediterranean and Black Sea,Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Albania,37,Mediterranean and Black Sea,1,0,1,CBA,0.68,0.48
"Chamelea gallina_France_Atlantic, Northeast",Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,France,27,"Atlantic, Northeast",602,0,602,CBA,0.68,0.48
Chamelea gallina_Greece_Mediterranean and Black Sea,Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Greece,37,Mediterranean and Black Sea,126,0,126,CBA,0.68,0.48
Chamelea gallina_Italy_Mediterranean and Black Sea,Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Italy,37,Mediterranean and Black Sea,16283,0,16283,CBA,0.68,0.48
"Chamelea gallina_Netherlands_Atlantic, Northeast",Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Netherlands,27,"Atlantic, Northeast",287,0,287,CBA,0.68,0.48
"Chamelea gallina_Portugal_Atlantic, Northeast",Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Portugal,27,"Atlantic, Northeast",88,0,88,CBA,0.68,0.48
"Chamelea gallina_Spain_Atlantic, Northeast",Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Spain,27,"Atlantic, Northeast",2708,0,2708,CBA,0.68,0.48
Chamelea gallina_Spain_Mediterranean and Black Sea,Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Spain,37,Mediterranean and Black Sea,3,0,3,CBA,0.68,0.48
Chamelea gallina_Turkey_Mediterranean and Black Sea,Chamelea gallina,Striped venus,"Clams, cockles, arkshells",finfish,2016,Turkey,37,Mediterranean and Black Sea,20932,0,20932,CBA,0.68,0.48
Chlamys varia_Croatia_Mediterranean and Black Sea,Chlamys varia,Variegated scallop,"Scallops, pectens",finfish,2016,Croatia,37,Mediterranean and Black Sea,19,0,19,CBA,0.76,0.56
"Choromytilus chorus_Chile_Pacific, Southeast",Choromytilus chorus,Choro mussel,Mussels,finfish,2016,Chile,87,"Pacific, Southeast",1648,691,2339,CBA,0.8,0.6
"Crassostrea rhizophorae_Dominican Republic_Atlantic, Western Central",Crassostrea rhizophorae,Mangrove cupped oyster,Oysters,finfish,2016,Dominican Republic,31,"Atlantic, Western Central",5,0,5,CBA,0.98,0.78
"Crassostrea rhizophorae_Nicaragua_Atlantic, Western Central",Crassostrea rhizophorae,Mangrove cupped oyster,Oysters,finfish,2016,Nicaragua,31,"Atlantic, Western Central",4,0,4,CBA,0.98,0.78
Donax spp_Italy_Mediterranean and Black Sea,Donax spp,Donax clams,"Clams, cockles, arkshells",finfish,2016,Italy,37,Mediterranean and Black Sea,623,0,623,CBA,0.76,0.56
"Donax spp_Portugal_Atlantic, Northeast",Donax spp,Donax clams,"Clams, cockles, arkshells",finfish,2016,Portugal,27,"Atlantic, Northeast",194,0,194,CBA,0.76,0.56
"Donax spp_South Africa_Atlantic, Southeast",Donax spp,Donax clams,"Clams, cockles, arkshells",finfish,2016,South Africa,47,"Atlantic, Southeast",36,0,36,CBA,0.76,0.56
Donax spp_Spain_Mediterranean and Black Sea,Donax spp,Donax clams,"Clams, cockles, arkshells",finfish,2016,Spain,37,Mediterranean and Black Sea,1,0,1,CBA,0.76,0.56
Mya arenaria_Bulgaria_Mediterranean and Black Sea,Mya arenaria,Sand gaper,"Clams, cockles, arkshells",finfish,2016,Bulgaria,37,Mediterranean and Black Sea,584,0,584,CBA,0.87,0.67
"Mya arenaria_Canada_Atlantic, Northwest",Mya arenaria,Sand gaper,"Clams, cockles, arkshells",finfish,2016,Canada,21,"Atlantic, Northwest",1811,0,1811,CBA,0.87,0.67
"Mya arenaria_Ireland_Atlantic, Northeast",Mya arenaria,Sand gaper,"Clams, cockles, arkshells",finfish,2016,Ireland,27,"Atlantic, Northeast",1,0,1,CBA,0.87,0.67
"Mya arenaria_United Kingdom_Atlantic, Northeast",Mya arenaria,Sand gaper,"Clams, cockles, arkshells",finfish,2016,United Kingdom,27,"Atlantic, Northeast",34,0,34,CBA,0.87,0.67
"Mya arenaria_United States of America_Atlantic, Northwest",Mya arenaria,Sand gaper,"Clams, cockles, arkshells",finfish,2016,United States of America,21,"Atlantic, Northwest",5665,62,5727,CBA,0.87,0.67
"Mytilus chilensis_Chile_Pacific, Southeast",Mytilus chilensis,Chilean mussel,Mussels,finfish,2016,Chile,87,"Pacific, Southeast",2129,300648,302777,CBA,0.88,0.68
"Mytilus coruscus_Korea, Republic of_Pacific, Northwest",Mytilus coruscus,Korean mussel,Mussels,finfish,2016,"Korea, Republic of",61,"Pacific, Northwest",1257,54642,55899,CBA,0.66,0.46
"Mytilus edulis_Denmark_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,Denmark,27,"Atlantic, Northeast",42909,2221,45130,CBA,0.43,0.23
"Mytilus edulis_France_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,France,27,"Atlantic, Northeast",494,46500,46994,CBA,0.43,0.23
"Mytilus edulis_Germany_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,Germany,27,"Atlantic, Northeast",22242,22264,44506,CBA,0.43,0.23
"Mytilus edulis_Iceland_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,Iceland,27,"Atlantic, Northeast",10,68,78,CBA,0.43,0.23
"Mytilus edulis_Portugal_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,Portugal,27,"Atlantic, Northeast",459,0,459,CBA,0.43,0.23
"Mytilus edulis_Spain_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,Spain,27,"Atlantic, Northeast",93,0,93,CBA,0.43,0.23
"Mytilus edulis_United Kingdom_Atlantic, Northeast",Mytilus edulis,Blue mussel,Mussels,finfish,2016,United Kingdom,27,"Atlantic, Northeast",1617,10000,11617,CBA,0.43,0.23
"Mytilus edulis_United States of America_Atlantic, Northwest",Mytilus edulis,Blue mussel,Mussels,finfish,2016,United States of America,21,"Atlantic, Northwest",9911,2225,12136,CBA,0.43,0.23
Mytilus galloprovincialis_Albania_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Albania,37,Mediterranean and Black Sea,24,300,324,CBA,0.88,0.68
Mytilus galloprovincialis_Bulgaria_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Bulgaria,37,Mediterranean and Black Sea,41,3931.9,3972.9,CBA,0.88,0.68
Mytilus galloprovincialis_Croatia_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Croatia,37,Mediterranean and Black Sea,53,698.7,751.7,CBA,0.88,0.68
Mytilus galloprovincialis_France_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,France,37,Mediterranean and Black Sea,166,9500,9666,CBA,0.88,0.68
Mytilus galloprovincialis_Greece_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Greece,37,Mediterranean and Black Sea,71,23288.6,23359.6,CBA,0.88,0.68
Mytilus galloprovincialis_Romania_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Romania,37,Mediterranean and Black Sea,68,24.64,92.64,CBA,0.88,0.68
Mytilus galloprovincialis_Russian Federation_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Russian Federation,37,Mediterranean and Black Sea,3,0,3,CBA,0.88,0.68
Mytilus galloprovincialis_Tunisia_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Tunisia,37,Mediterranean and Black Sea,53,0,53,CBA,0.88,0.68
Mytilus galloprovincialis_Turkey_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Turkey,37,Mediterranean and Black Sea,78,329,407,CBA,0.88,0.68
Mytilus galloprovincialis_Ukraine_Mediterranean and Black Sea,Mytilus galloprovincialis,Mediterranean mussel,Mussels,finfish,2016,Ukraine,37,Mediterranean and Black Sea,511,0,511,CBA,0.88,0.68
"Mytilus platensis_Uruguay_Atlantic, Southwest",Mytilus platensis,River Plata mussel,Mussels,finfish,2016,Uruguay,41,"Atlantic, Southwest",13,0,13,CBA,0.75,0.55
"Ostrea chilensis_Chile_Pacific, Southeast",Ostrea chilensis,Chilean flat oyster,Oysters,finfish,2016,Chile,87,"Pacific, Southeast",109,227,336,CBA,0.87,0.67
Pecten jacobaeus_Croatia_Mediterranean and Black Sea,Pecten jacobaeus,Great Mediterranean scallop,"Scallops, pectens",finfish,2016,Croatia,37,Mediterranean and Black Sea,97,0.066,97.066,CBA,0.57,0.37
Pecten jacobaeus_France_Mediterranean and Black Sea,Pecten jacobaeus,Great Mediterranean scallop,"Scallops, pectens",finfish,2016,France,37,Mediterranean and Black Sea,1,0,1,CBA,0.57,0.37
Pecten jacobaeus_Italy_Mediterranean and Black Sea,Pecten jacobaeus,Great Mediterranean scallop,"Scallops, pectens",finfish,2016,Italy,37,Mediterranean and Black Sea,178,0,178,CBA,0.57,0.37
"Pecten maximus_Belgium_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Belgium,27,"Atlantic, Northeast",769,0,769,CBA,0.85,0.65
"Pecten maximus_Channel Islands_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Channel Islands,27,"Atlantic, Northeast",363,0.4,363.4,CBA,0.85,0.65
"Pecten maximus_France_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,France,27,"Atlantic, Northeast",24616,0,24616,CBA,0.85,0.65
"Pecten maximus_Ireland_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Ireland,27,"Atlantic, Northeast",2141,33,2174,CBA,0.85,0.65
"Pecten maximus_Isle of Man_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Isle of Man,27,"Atlantic, Northeast",3152,0,3152,CBA,0.85,0.65
"Pecten maximus_Netherlands_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Netherlands,27,"Atlantic, Northeast",1,0,1,CBA,0.85,0.65
"Pecten maximus_Norway_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Norway,27,"Atlantic, Northeast",546,11.5,557.5,CBA,0.85,0.65
"Pecten maximus_Spain_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,Spain,27,"Atlantic, Northeast",68,0,68,CBA,0.85,0.65
"Pecten maximus_United Kingdom_Atlantic, Northeast",Pecten maximus,Great Atlantic scallop,"Scallops, pectens",finfish,2016,United Kingdom,27,"Atlantic, Northeast",28266,4,28270,CBA,0.85,0.65
"Perna perna_Venezuela, Boliv Rep of_Atlantic, Western Central",Perna perna,South American rock mussel,Mussels,finfish,2016,"Venezuela, Boliv Rep of",31,"Atlantic, Western Central",58,7,65,CBA,0.46,0.26
"Perna viridis_Indonesia_Indian Ocean, Eastern",Perna viridis,Green mussel,Mussels,finfish,2016,Indonesia,57,"Indian Ocean, Eastern",1714,0,1714,CBA,0.85,0.65
"Perna viridis_Indonesia_Pacific, Western Central",Perna viridis,Green mussel,Mussels,finfish,2016,Indonesia,71,"Pacific, Western Central",10283,0,10283,CBA,0.85,0.65
"Perna viridis_Philippines_Pacific, Western Central",Perna viridis,Green mussel,Mussels,finfish,2016,Philippines,71,"Pacific, Western Central",23,18775,18798,CBA,0.85,0.65
"Saxidomus giganteus_Canada_Pacific, Northeast",Saxidomus giganteus,Butter clam,"Clams, cockles, arkshells",finfish,2016,Canada,67,"Pacific, Northeast",429,0,429,CBA,0.76,0.56
"Saxidomus giganteus_United States of America_Pacific, Northeast",Saxidomus giganteus,Butter clam,"Clams, cockles, arkshells",finfish,2016,United States of America,67,"Pacific, Northeast",95,13,108,CBA,0.76,0.56
Sepia officinalis_Albania_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Albania,37,Mediterranean and Black Sea,83,0,83,CBA,0.93,0.73
Sepia officinalis_Algeria_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Algeria,37,Mediterranean and Black Sea,430,0,430,CBA,0.93,0.73
"Sepia officinalis_Belgium_Atlantic, Northeast",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Belgium,27,"Atlantic, Northeast",888,0,888,CBA,0.93,0.73
"Sepia officinalis_Channel Islands_Atlantic, Northeast",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Channel Islands,27,"Atlantic, Northeast",9,0,9,CBA,0.93,0.73
Sepia officinalis_Croatia_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Croatia,37,Mediterranean and Black Sea,111,0,111,CBA,0.93,0.73
Sepia officinalis_Cyprus_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Cyprus,37,Mediterranean and Black Sea,28,0,28,CBA,0.93,0.73
"Sepia officinalis_France_Atlantic, Northeast",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,France,27,"Atlantic, Northeast",9230,0,9230,CBA,0.93,0.73
Sepia officinalis_France_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,France,37,Mediterranean and Black Sea,152,0,152,CBA,0.93,0.73
"Sepia officinalis_Greece_Atlantic, Eastern Central",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Greece,34,"Atlantic, Eastern Central",27,0,27,CBA,0.93,0.73
Sepia officinalis_Greece_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Greece,37,Mediterranean and Black Sea,1950,0,1950,CBA,0.93,0.73
Sepia officinalis_Israel_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Israel,37,Mediterranean and Black Sea,7,0,7,CBA,0.93,0.73
Sepia officinalis_Libya_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Libya,37,Mediterranean and Black Sea,1040,0,1040,CBA,0.93,0.73
Sepia officinalis_Malta_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Malta,37,Mediterranean and Black Sea,10,0,10,CBA,0.93,0.73
"Sepia officinalis_Netherlands_Atlantic, Northeast",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Netherlands,27,"Atlantic, Northeast",237,0,237,CBA,0.93,0.73
"Sepia officinalis_Portugal_Atlantic, Northeast",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Portugal,27,"Atlantic, Northeast",1225,0,1225,CBA,0.93,0.73
Sepia officinalis_Slovenia_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Slovenia,37,Mediterranean and Black Sea,9,0,9,CBA,0.93,0.73
"Sepia officinalis_Spain_Atlantic, Northeast",Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Spain,27,"Atlantic, Northeast",1414,0.045,1414.045,CBA,0.93,0.73
Sepia officinalis_Tunisia_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Tunisia,37,Mediterranean and Black Sea,4829,0,4829,CBA,0.93,0.73
Sepia officinalis_Turkey_Mediterranean and Black Sea,Sepia officinalis,Common cuttlefish,"Squids, cuttlefishes, octopuses",finfish,2016,Turkey,37,Mediterranean and Black Sea,925,0,925,CBA,0.93,0.73
"Turbo cornutus_Japan_Pacific, Northwest",Turbo cornutus,Horned turban,"Abalones, winkles, conchs",finfish,2016,Japan,61,"Pacific, Northwest",6300,0,6300,CBA,0.65,0.45
"Turbo cornutus_Korea, Republic of_Pacific, Northwest",Turbo cornutus,Horned turban,"Abalones, winkles, conchs",finfish,2016,"Korea, Republic of",61,"Pacific, Northwest",2115,0,2115,CBA,0.65,0.45
"Venerupis pullastra_France_Atlantic, Northeast",Venerupis pullastra,Pullet carpet shell,"Clams, cockles, arkshells",finfish,2016,France,27,"Atlantic, Northeast",659,0,659,CBA,0.65,0.45
"Venerupis pullastra_Portugal_Atlantic, Northeast",Venerupis pullastra,Pullet carpet shell,"Clams, cockles, arkshells",finfish,2016,Portugal,27,"Atlantic, Northeast",28,5.49,33.49,CBA,0.65,0.45
"Venerupis pullastra_Spain_Atlantic, Northeast",Venerupis pullastra,Pullet carpet shell,"Clams, cockles, arkshells",finfish,2016,Spain,27,"Atlantic, Northeast",817,25.362,842.362,CBA,0.65,0.45
"Venerupis rhomboides_Spain_Atlantic, Northeast",Venerupis rhomboides,Banded carpet shell,"Clams, cockles, arkshells",finfish,2016,Spain,27,"Atlantic, Northeast",509,0,509,CBA,0.76,0.56
Venus verrucosa_Croatia_Mediterranean and Black Sea,Venus verrucosa,Warty venus,"Clams, cockles, arkshells",finfish,2016,Croatia,37,Mediterranean and Black Sea,125,0,125,CBA,0.83,0.63
