ID,Sci_Name,Common,ISSCAAP,Sp.grp,Year,Country_name,Fishing_Area,Fishing_name,CAPSUM_tonnes,AQSUM_tonnes,TOTAL_tonnes,Binary,Early_M,Late_M
Seriola dumerili_Cyprus_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Cyprus,37,Mediterranean and Black Sea,6,0,6,CBA,0.64,0.44
Seriola dumerili_France_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,France,37,Mediterranean and Black Sea,50,0,50,CBA,0.64,0.44
Seriola dumerili_Greece_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Greece,37,Mediterranean and Black Sea,468,0,468,CBA,0.64,0.44
Seriola dumerili_Israel_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Israel,37,Mediterranean and Black Sea,40,0,40,CBA,0.64,0.44
Seriola dumerili_Italy_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Italy,37,Mediterranean and Black Sea,803,0,803,CBA,0.64,0.44
Seriola dumerili_Lebanon_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Lebanon,37,Mediterranean and Black Sea,95,0,95,CBA,0.64,0.44
Seriola dumerili_Libya_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Libya,37,Mediterranean and Black Sea,480,0,480,CBA,0.64,0.44
Seriola dumerili_Malta_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Malta,37,Mediterranean and Black Sea,3,0,3,CBA,0.64,0.44
"Seriola dumerili_Portugal_Atlantic, Northeast",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Portugal,27,"Atlantic, Northeast",47,1.47,48.47,CBA,0.64,0.44
"Seriola dumerili_Spain_Atlantic, Northeast",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Spain,27,"Atlantic, Northeast",5,0,5,CBA,0.64,0.44
Seriola dumerili_Spain_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Spain,37,Mediterranean and Black Sea,230,0,230,CBA,0.64,0.44
Seriola dumerili_Syrian Arab Republic_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Syrian Arab Republic,37,Mediterranean and Black Sea,25,0,25,CBA,0.64,0.44
"Seriola dumerili_Taiwan Province of China_Pacific, Northwest",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",657,0,657,CBA,0.64,0.44
Seriola dumerili_Tunisia_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Tunisia,37,Mediterranean and Black Sea,157,0,157,CBA,0.64,0.44
"Seriola dumerili_United States of America_Atlantic, Northwest",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,United States of America,21,"Atlantic, Northwest",12,0,12,CBA,0.64,0.44
"Seriola dumerili_United States of America_Atlantic, Western Central",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,United States of America,31,"Atlantic, Western Central",555,0,555,CBA,0.64,0.44
"Seriola lalandi_Angola_Atlantic, Southeast",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,Angola,47,"Atlantic, Southeast",795,0,795,CBA,0.67,0.47
"Seriola lalandi_Argentina_Atlantic, Southwest",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,Argentina,41,"Atlantic, Southwest",5,0,5,CBA,0.67,0.47
"Seriola lalandi_Australia_Indian Ocean, Eastern",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,Australia,57,"Indian Ocean, Eastern",8,0,8,CBA,0.67,0.47
"Seriola lalandi_Australia_Pacific, Southwest",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,Australia,81,"Pacific, Southwest",100,0,100,CBA,0.67,0.47
"Seriola lalandi_Brazil_Atlantic, Southwest",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,Brazil,41,"Atlantic, Southwest",990,0,990,CBA,0.67,0.47
"Seriola lalandi_South Africa_Atlantic, Southeast",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,South Africa,47,"Atlantic, Southeast",697,0,697,CBA,0.67,0.47
"Seriola lalandi_South Africa_Indian Ocean, Western",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,South Africa,51,"Indian Ocean, Western",4,0,4,CBA,0.67,0.47
"Seriola lalandi_United Kingdom_Indian Ocean, Western",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,United Kingdom,51,"Indian Ocean, Western",1,0,1,CBA,0.67,0.47
"Seriola lalandi_United Kingdom_Indian Ocean, Eastern",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,United Kingdom,57,"Indian Ocean, Eastern",7,0,7,CBA,0.67,0.47
"Seriola lalandi_United States of America_Pacific, Eastern Central",Seriola lalandi,Yellowtail amberjack,Miscellaneous pelagic fishes,finfish,2016,United States of America,77,"Pacific, Eastern Central",25,0,25,CBA,0.67,0.47
"Seriola rivoliana_Bermuda_Atlantic, Western Central",Seriola rivoliana,Longfin yellowtail,Miscellaneous pelagic fishes,finfish,2016,Bermuda,31,"Atlantic, Western Central",13,0,13,CBA,0.69,0.49
"Seriola rivoliana_Spain_Atlantic, Eastern Central",Seriola rivoliana,Longfin yellowtail,Miscellaneous pelagic fishes,finfish,2016,Spain,34,"Atlantic, Eastern Central",20,0,20,CBA,0.69,0.49
"Seriola rivoliana_United States of America_Atlantic, Western Central",Seriola rivoliana,Longfin yellowtail,Miscellaneous pelagic fishes,finfish,2016,United States of America,31,"Atlantic, Western Central",74,0,74,CBA,0.69,0.49
"Seriola rivoliana_Venezuela, Boliv Rep of_Atlantic, Western Central",Seriola rivoliana,Longfin yellowtail,Miscellaneous pelagic fishes,finfish,2016,"Venezuela, Boliv Rep of",31,"Atlantic, Western Central",326,0,326,CBA,0.69,0.49
Siganus rivulatus_Cyprus_Mediterranean and Black Sea,Siganus rivulatus,Marbled spinefoot,Miscellaneous coastal fishes,finfish,2016,Cyprus,37,Mediterranean and Black Sea,17,0.02,17.02,CBA,0.79,0.59
"Solea senegalensis_France_Atlantic, Northeast",Solea senegalensis,Senegalese sole,"Flounders, halibuts, soles",finfish,2016,France,27,"Atlantic, Northeast",39,260,299,CBA,0.38,0.18
Solea solea_Albania_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Albania,37,Mediterranean and Black Sea,68,0,68,CBA,0.45,0.25
Solea solea_Algeria_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Algeria,37,Mediterranean and Black Sea,185,0,185,CBA,0.45,0.25
"Solea solea_Belgium_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Belgium,27,"Atlantic, Northeast",2570,0,2570,CBA,0.45,0.25
"Solea solea_Channel Islands_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Channel Islands,27,"Atlantic, Northeast",3,0,3,CBA,0.45,0.25
Solea solea_Croatia_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Croatia,37,Mediterranean and Black Sea,188,0,188,CBA,0.45,0.25
"Solea solea_Denmark_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Denmark,27,"Atlantic, Northeast",649,0,649,CBA,0.45,0.25
Solea solea_Egypt_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Egypt,37,Mediterranean and Black Sea,655,0,655,CBA,0.45,0.25
"Solea solea_France_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,France,27,"Atlantic, Northeast",5153,0,5153,CBA,0.45,0.25
Solea solea_France_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,France,37,Mediterranean and Black Sea,115,0,115,CBA,0.45,0.25
"Solea solea_Germany_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Germany,27,"Atlantic, Northeast",879,0,879,CBA,0.45,0.25
"Solea solea_Greece_Atlantic, Eastern Central",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Greece,34,"Atlantic, Eastern Central",52,0,52,CBA,0.45,0.25
Solea solea_Greece_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Greece,37,Mediterranean and Black Sea,587,0,587,CBA,0.45,0.25
"Solea solea_Ireland_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Ireland,27,"Atlantic, Northeast",202,0,202,CBA,0.45,0.25
"Solea solea_Italy_Atlantic, Eastern Central",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Italy,34,"Atlantic, Eastern Central",21,0,21,CBA,0.45,0.25
Solea solea_Italy_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Italy,37,Mediterranean and Black Sea,2353,5,2358,CBA,0.45,0.25
Solea solea_Libya_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Libya,37,Mediterranean and Black Sea,115,0,115,CBA,0.45,0.25
"Solea solea_Morocco_Atlantic, Eastern Central",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Morocco,34,"Atlantic, Eastern Central",3535,0,3535,CBA,0.45,0.25
Solea solea_Morocco_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Morocco,37,Mediterranean and Black Sea,78,0,78,CBA,0.45,0.25
"Solea solea_Netherlands_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Netherlands,27,"Atlantic, Northeast",9617,0,9617,CBA,0.45,0.25
"Solea solea_Norway_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Norway,27,"Atlantic, Northeast",2,0,2,CBA,0.45,0.25
"Solea solea_Portugal_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Portugal,27,"Atlantic, Northeast",442,4.29,446.29,CBA,0.45,0.25
Solea solea_Slovenia_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Slovenia,37,Mediterranean and Black Sea,11,0,11,CBA,0.45,0.25
"Solea solea_Spain_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Spain,27,"Atlantic, Northeast",229,0,229,CBA,0.45,0.25
"Solea solea_Spain_Atlantic, Eastern Central",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Spain,34,"Atlantic, Eastern Central",24,0,24,CBA,0.45,0.25
Solea solea_Spain_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Spain,37,Mediterranean and Black Sea,118,0,118,CBA,0.45,0.25
"Solea solea_Sweden_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Sweden,27,"Atlantic, Northeast",15,0,15,CBA,0.45,0.25
Solea solea_Tunisia_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Tunisia,37,Mediterranean and Black Sea,982,0,982,CBA,0.45,0.25
Solea solea_Turkey_Mediterranean and Black Sea,Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,Turkey,37,Mediterranean and Black Sea,352,0,352,CBA,0.45,0.25
"Solea solea_United Kingdom_Atlantic, Northeast",Solea solea,Common sole,"Flounders, halibuts, soles",finfish,2016,United Kingdom,27,"Atlantic, Northeast",1965,0,1965,CBA,0.45,0.25
"Sparidentex hasta_Bahrain_Indian Ocean, Western",Sparidentex hasta,Sobaity seabream,Miscellaneous coastal fishes,finfish,2016,Bahrain,51,"Indian Ocean, Western",2,3,5,CBA,0.52,0.32
"Sparidentex hasta_Saudi Arabia_Indian Ocean, Western",Sparidentex hasta,Sobaity seabream,Miscellaneous coastal fishes,finfish,2016,Saudi Arabia,51,"Indian Ocean, Western",100,0,100,CBA,0.52,0.32
"Thunnus albacares_American Samoa_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,American Samoa,77,"Pacific, Eastern Central",372,0,372,CBA,0.39,0.39
"Thunnus albacares_Angola_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Angola,47,"Atlantic, Southeast",485,0,485,CBA,0.39,0.39
"Thunnus albacares_Australia_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Australia,57,"Indian Ocean, Eastern",67,0,67,CBA,0.39,0.39
"Thunnus albacares_Australia_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Australia,71,"Pacific, Western Central",1766,0,1766,CBA,0.39,0.39
"Thunnus albacares_Australia_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Australia,81,"Pacific, Southwest",732,0,732,CBA,0.39,0.39
"Thunnus albacares_Barbados_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Barbados,31,"Atlantic, Western Central",324,0,324,CBA,0.39,0.39
"Thunnus albacares_Belize_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Belize,31,"Atlantic, Western Central",2163,0,2163,CBA,0.39,0.39
"Thunnus albacares_Belize_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Belize,34,"Atlantic, Eastern Central",3497,0,3497,CBA,0.39,0.39
"Thunnus albacares_Bermuda_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Bermuda,31,"Atlantic, Western Central",9,0,9,CBA,0.39,0.39
"Thunnus albacares_Brazil_Atlantic, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Brazil,41,"Atlantic, Southwest",3693,0,3693,CBA,0.39,0.39
"Thunnus albacares_British Indian Ocean Ter_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,British Indian Ocean Ter,51,"Indian Ocean, Western",2,0,2,CBA,0.39,0.39
"Thunnus albacares_British Virgin Islands_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,British Virgin Islands,31,"Atlantic, Western Central",5,0,5,CBA,0.39,0.39
"Thunnus albacares_Brunei Darussalam_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Brunei Darussalam,71,"Pacific, Western Central",57,0,57,CBA,0.39,0.39
"Thunnus albacares_Cabo Verde_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Cabo Verde,34,"Atlantic, Eastern Central",4933,0,4933,CBA,0.39,0.39
"Thunnus albacares_Canada_Atlantic, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Canada,21,"Atlantic, Northwest",20,0,20,CBA,0.39,0.39
"Thunnus albacares_Chile_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Chile,87,"Pacific, Southeast",29,0,29,CBA,0.39,0.39
"Thunnus albacares_China_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,31,"Atlantic, Western Central",13,0,13,CBA,0.39,0.39
"Thunnus albacares_China_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,34,"Atlantic, Eastern Central",286,0,286,CBA,0.39,0.39
"Thunnus albacares_China_Atlantic, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,41,"Atlantic, Southwest",94,0,94,CBA,0.39,0.39
"Thunnus albacares_China_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,47,"Atlantic, Southeast",74,0,74,CBA,0.39,0.39
"Thunnus albacares_China_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,51,"Indian Ocean, Western",1744,0,1744,CBA,0.39,0.39
"Thunnus albacares_China_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,57,"Indian Ocean, Eastern",68,0,68,CBA,0.39,0.39
"Thunnus albacares_China_Pacific, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,61,"Pacific, Northwest",24,0,24,CBA,0.39,0.39
"Thunnus albacares_China_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,71,"Pacific, Western Central",6161,0,6161,CBA,0.39,0.39
"Thunnus albacares_China_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,77,"Pacific, Eastern Central",4633,0,4633,CBA,0.39,0.39
"Thunnus albacares_China_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,81,"Pacific, Southwest",275,0,275,CBA,0.39,0.39
"Thunnus albacares_China_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,87,"Pacific, Southeast",69,0,69,CBA,0.39,0.39
"Thunnus albacares_Colombia_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Colombia,77,"Pacific, Eastern Central",4873,0,4873,CBA,0.39,0.39
"Thunnus albacares_Colombia_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Colombia,87,"Pacific, Southeast",14289,0,14289,CBA,0.39,0.39
"Thunnus albacares_Comoros_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Comoros,51,"Indian Ocean, Western",5584,0,5584,CBA,0.39,0.39
"Thunnus albacares_Cook Islands_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Cook Islands,77,"Pacific, Eastern Central",314,0,314,CBA,0.39,0.39
"Thunnus albacares_C’‚te d'Ivoire_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,C’‚te d'Ivoire,34,"Atlantic, Eastern Central",315,0,315,CBA,0.39,0.39
"Thunnus albacares_Cura’_ao_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Cura’_ao,34,"Atlantic, Eastern Central",8012,0,8012,CBA,0.39,0.39
"Thunnus albacares_Dominica_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Dominica,31,"Atlantic, Western Central",179,0,179,CBA,0.39,0.39
"Thunnus albacares_Dominican Republic_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Dominican Republic,31,"Atlantic, Western Central",350,0,350,CBA,0.39,0.39
"Thunnus albacares_Ecuador_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Ecuador,71,"Pacific, Western Central",514,0,514,CBA,0.39,0.39
"Thunnus albacares_Ecuador_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Ecuador,77,"Pacific, Eastern Central",10564,0,10564,CBA,0.39,0.39
"Thunnus albacares_Ecuador_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Ecuador,87,"Pacific, Southeast",45130,0,45130,CBA,0.39,0.39
"Thunnus albacares_Egypt_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Egypt,51,"Indian Ocean, Western",15,0,15,CBA,0.39,0.39
"Thunnus albacares_El Salvador_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,El Salvador,31,"Atlantic, Western Central",381,0,381,CBA,0.39,0.39
"Thunnus albacares_El Salvador_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,El Salvador,34,"Atlantic, Eastern Central",8252,0,8252,CBA,0.39,0.39
"Thunnus albacares_El Salvador_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,El Salvador,71,"Pacific, Western Central",257,0,257,CBA,0.39,0.39
"Thunnus albacares_El Salvador_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,El Salvador,77,"Pacific, Eastern Central",420,0,420,CBA,0.39,0.39
"Thunnus albacares_El Salvador_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,El Salvador,87,"Pacific, Southeast",80,0,80,CBA,0.39,0.39
"Thunnus albacares_Equatorial Guinea_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Equatorial Guinea,34,"Atlantic, Eastern Central",500,0,500,CBA,0.39,0.39
"Thunnus albacares_Fiji_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Fiji,71,"Pacific, Western Central",4701,0,4701,CBA,0.39,0.39
"Thunnus albacares_France_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,France,31,"Atlantic, Western Central",403,0,403,CBA,0.39,0.39
"Thunnus albacares_France_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,France,34,"Atlantic, Eastern Central",16996,0,16996,CBA,0.39,0.39
"Thunnus albacares_France_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,France,47,"Atlantic, Southeast",9202,0,9202,CBA,0.39,0.39
"Thunnus albacares_France_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,France,51,"Indian Ocean, Western",33807,0,33807,CBA,0.39,0.39
"Thunnus albacares_French Polynesia_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,French Polynesia,77,"Pacific, Eastern Central",1864,0,1864,CBA,0.39,0.39
"Thunnus albacares_Gabon_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Gabon,34,"Atlantic, Eastern Central",1,0,1,CBA,0.39,0.39
"Thunnus albacares_Gambia_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Gambia,34,"Atlantic, Eastern Central",46,0,46,CBA,0.39,0.39
"Thunnus albacares_Ghana_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Ghana,34,"Atlantic, Eastern Central",18970,0,18970,CBA,0.39,0.39
"Thunnus albacares_Grenada_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Grenada,31,"Atlantic, Western Central",1200,0,1200,CBA,0.39,0.39
"Thunnus albacares_Guam_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Guam,71,"Pacific, Western Central",58,0,58,CBA,0.39,0.39
"Thunnus albacares_Guatemala_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Guatemala,31,"Atlantic, Western Central",18,0,18,CBA,0.39,0.39
"Thunnus albacares_Guatemala_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Guatemala,34,"Atlantic, Eastern Central",2703,0,2703,CBA,0.39,0.39
"Thunnus albacares_Guatemala_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Guatemala,77,"Pacific, Eastern Central",1246,0,1246,CBA,0.39,0.39
"Thunnus albacares_Guatemala_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Guatemala,87,"Pacific, Southeast",600,0,600,CBA,0.39,0.39
"Thunnus albacares_Guinea_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Guinea,34,"Atlantic, Eastern Central",1230,0,1230,CBA,0.39,0.39
"Thunnus albacares_India_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,India,51,"Indian Ocean, Western",10584,0,10584,CBA,0.39,0.39
"Thunnus albacares_India_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,India,57,"Indian Ocean, Eastern",6208,0,6208,CBA,0.39,0.39
"Thunnus albacares_Indonesia_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Indonesia,57,"Indian Ocean, Eastern",36789,0,36789,CBA,0.39,0.39
"Thunnus albacares_Indonesia_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Indonesia,71,"Pacific, Western Central",160418,0,160418,CBA,0.39,0.39
"Thunnus albacares_Iran (Islamic Rep. of)_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Iran (Islamic Rep. of),51,"Indian Ocean, Western",45110,0,45110,CBA,0.39,0.39
"Thunnus albacares_Italy_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Italy,51,"Indian Ocean, Western",1782,0,1782,CBA,0.39,0.39
"Thunnus albacares_Japan_Atlantic, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,21,"Atlantic, Northwest",8,0,8,CBA,0.39,0.39
"Thunnus albacares_Japan_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,31,"Atlantic, Western Central",457,0,457,CBA,0.39,0.39
"Thunnus albacares_Japan_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,34,"Atlantic, Eastern Central",2210,0,2210,CBA,0.39,0.39
"Thunnus albacares_Japan_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,47,"Atlantic, Southeast",707,0,707,CBA,0.39,0.39
